Time in ms;Wheel1_cw_count;Wheel1_ccw_count;Wheel2_cw_count;Wheel2_ccw_count
4637142;23;23;175;583
4642154;23;23;175;583
4647167;23;23;175;583
4652170;23;23;175;583
4657175;23;23;175;583
4662199;23;23;175;583
4667215;23;23;175;583
4672219;23;23;175;583
4677232;23;23;175;583
4682244;23;23;175;583
4687253;23;23;175;583
4692270;23;23;175;583
4697275;23;23;175;583
4702282;23;23;175;583
4707301;23;23;175;583
4712312;23;23;175;583
4717332;23;23;175;583
4722348;23;23;175;583
4727362;23;23;175;583
4732378;23;23;175;583
4737384;23;23;175;583
4742401;23;23;175;583
4747407;23;23;175;583
4752423;23;23;175;583
4757428;23;23;175;583
4762432;23;23;175;583
4767444;23;23;175;583
4772459;23;23;175;583
4777469;23;23;175;583
4782471;23;23;175;583
4787479;23;23;175;583
4792484;23;23;175;583
4797501;23;23;175;583
4802508;23;23;175;583
4807514;23;23;175;583
4812532;23;23;175;583
4817544;23;23;175;583
4822558;23;23;175;583
4827563;23;23;175;583
4832566;23;23;175;583
4837572;23;23;175;583
4842591;23;23;175;583
4847596;23;23;175;583
4852599;23;23;175;583
4857613;23;23;175;583
4862618;23;23;175;583
4867624;23;23;175;583
4872627;23;23;175;583
4877639;23;23;175;583
4882650;23;23;175;583
4887653;23;23;175;583
4892657;23;23;175;583
4897670;23;23;175;583
4902685;23;23;175;583
4907690;23;23;175;583
4912713;23;23;175;583
4917720;23;23;175;583
4922737;23;23;175;583
4927741;23;23;175;583
4932755;23;23;175;583
4937771;23;23;175;583
4942776;23;23;175;583
4947797;23;23;175;583
4952808;23;23;175;583
4957830;23;23;175;583
4962836;23;23;175;583
4967845;23;23;175;583
4972853;23;23;175;583
4977866;23;23;175;583
4982872;23;23;175;583
4987894;23;23;175;583
4992903;23;23;175;583
4997912;23;23;175;583
5002918;23;23;175;583
5007941;23;23;175;583
5012953;23;23;175;583
5017956;23;23;175;583
5022968;23;23;175;583
5027971;23;23;175;583
5032983;23;23;175;583
5037995;23;23;175;583
5043016;23;23;175;583
